movie,sentence,score
더 수어사이드 스쿼드,댓글 알바  천지네요 저는 재미없게 본 영화만 평점 다는데  살아있다 다음으로 드디어 평점다는 영화가 나왔네요. 이제 네이버 평점 못믿겠습니다. 19세라서 킹스맨 데드풀 느낌 기대하고갔지만 개똥입니다. 마블과 dc의  격차가 엄청나다는걸 느끼게해주네요. 엉성한 개연성 너무 많아서 보다 지루할정도의 액션신  뻔한 스토리. 만약 어쩔수없이 보시게된다면 마음 편히보세요 그리고  영화끝나고 아 단돈14000원으로 나중에 볼뻔했던 dc영화들 거를수있겠구나 하면서 만족하시면 됩니다.,1
크루엘라,아이랑 봤는데 넘 재미있게 봤어요아이랑 보기에도 좋고 넘 재미있고  특히ost가 좋았어요  1번더 봐도 재미있게 볼수있을거 같아요,9
"당신, 거기 있어줄래요",애플페북아마존...아니면 삼성전자라도 사라고 클럽 다니면서 주지도 않을 상련들 동고좀 그만 빨고 다니라고....말해주고 싶다,10
더 수어사이드 스쿼드,그냥 부수고 자르고 터지고 모든 사이코짓을 볼수 있는 영화 재밌음,10
나쁜 남자,기분 ㄱ ㅈ 같아지는 영화 본인 이야기 만든 영화인줄 너무 사실적이여서,1
크루엘라,Ost도 좋고 연출 연기 스토리 영상미 그냥 다 좋았음시즌2나왔음 좋겠음,10
은혼 더 파이널,은혼은 역시 은혼.... ㅜㅠㅜㅠ 또 돌아올거지??ㅠㅠ,9
더 수어사이드 스쿼드,어떤놈이 탑 뚱이 키웠냐,7
발신제한,신파 오진다; 구리고 뻔하고 재미없음; 음악은 거의 뭐 인터스텔라냐고; 음악이 좋은데 영화에 비해 과함,2
모가디슈,옷랜만에 가족들과 재미있는 영화 좋았습니다.,10
블랙 위도우,스칼렛 요한슨 팬인데 정말 주연으로 블랙위도우 촬영해서 넘 기쁘고 재미있었어요!!?? 플로렌스 퓨 배우도 정말 연기 잘한거 같아요!!?? 보면 후회는 안 하실거에용!!꼭 보세요,10
더 수어사이드 스쿼드,미친ㅋㅋ마고로비는 매력적이고성인용 전대물과 좀비물을 섞어버린미친 기획이네ㅋㅋㅋ,10
정글 크루즈,디즈니는 믿고보지만 너무 캐리비안해적같았음,1
모가디슈,재밌어요 배우들 연기가 와…,10
더 수어사이드 스쿼드,1점준인간들은 뭐하는놈들임?,10
해가 서쪽에서 뜬다면,고소영 이쁘다 진짜..ㅋㅋㅋ 연기 못한다 생각했는데 못봐줄 정도는 아니네 ㅎㅎ,8
빅쇼트,정말 이런 일들이 실제로 2008년도에 일어났단 말인가?  어느정도까지가 사실일까...?  제발 80% 이상이 사실이라고는 말하지 말아 주라.  모든 사람들이 꼭 꼭 봐야 할 공포영화.,9
왓 이프,생각대로 흘러가는 스토리,6
모가디슈, 할말 많지만 아끼겠습니다....,1
빅쇼트,서브프라임 모기지가 어떻게 무너졌는지 상세한 과정과 내용을 잘 전달했다고 봅니다.. 영화를 이해하면서 보기위해 찾아보면서 봤습니다.ㅋㅋ 영화를 재미로만 보기에는 좀 별로지만 경제나 주식을 공부하는 사람들에게는 흥미로운 영화였을거라 생각합니다. 저는 잘 봤어요.^^,9
모가디슈,하…존112나재밋어,10
낙원의 밤,대체적으로 재미있다.차승원 ㅎㅎ 연기 잘한다.,8
세자매,눈물이 멈추질 않는 ..너무 리얼해서 불편한  ..배우들 연기 좋아요. 좋은 영화네요.,10
그랜드 부다페스트 호텔,경외심과 그리움의 혼동을 그린 예쁜 우화,10
모가디슈,마지막에 북한외교관분들이랑 우리나라 외교관분들이랑 따로 모르는척 하면서 가는게 너무 슬펐다,9
논스톱,이런 영화 또 없나?? 한 장소에서 이렇게 쫄리긴 첨임ㅋㅋ 추리로 몰입감 올라가고 액션 사이다고..분위기고 내용이고 연기고 액션이고 다 내 스탈.. 이런 영화 찾아봐도 없다.. 리암 니슨 영화중 그나마 커뮤터가 비슷..하지만 한장소에서 지루하지 않게 추리해가는 액션물 중엔 이영화 따라올거 없을듯..,9
올리브 나무 사이로,1990년대 영화중 최고의 라스트 씬.   현실과 영화가 절묘한 아름답고 담백한 지그재그 3부작의 완성.,10
더 수어사이드 스쿼드,DC라 기대없이 봤는데 예상외로 볼만함,8
엘 시크레토: 비밀의 눈동자,결말이 신선하네요그러고 보니 올드보이 생각나기도 하고,8
다빈치 코드,이 영화 처음 나왔을땐 종교적 신념때문에 보지 않았는데 그새 시간이?? 이렇게나 지나다니…. 영화는 그냥 영화일뿐 개인적으로 매우 수작임,10
발신제한,진짜 짜증나 평점알바들때문에 사기당했어,1
더 수어사이드 스쿼드,초반 욘두브라덜 등장그리고..헤임달 횽아가 대충스토리 끌고감기존 마블 유니버스와는 다르게 너무 너무 케릭터의 개성이라든지 고딴게 뚜렸하지 않아서 그닥 참 잘한건 할리퀸이  확 이목을 안끌게 만든거며은근 dc무비지만 이감독 똘끼 있는지 마블출신  배우 3명을 캐스팅 하고 그중1명은 초반에 저세상으로..스토리는 기대금물 할리퀸 팬들은 그닥그리고..딱 이영화 끌고가는건 헤임달 브라덜과 유캔씨미 외치던 좃아니 존씨나 햄일단 드라마로 피스매이커 우찌 만들지 기대중 그리고 불만은 쿠키가 넘 늣게 나온다는거일단 이영화  시작으로 하나하나 매력있는 케릭터 싱글영화 만들고이후 빌런과 배트맨 슈퍼맨 맞짱뜨는 영화 나오길할리퀸이랑 캣우먼 맞짱뜨는거라든지아쿠아맨이랑 샤크킹 스토리라든지퍼니셔랑 해임달 브라덜 이라든지ㅋㅋ,5
모가디슈,너무 휴머니티에 초점을 맞춘것 같지만억지로 끌어내는 감성이 아니어서 괜찮았다^^교과서에서 ''1991년 9월 남북 유엔동시가입''요렇게 한 줄 말고 좀 자세히 다루어 주었으면 좋겠다역사를 영화로 드라마로 배워서 배우이름빼면 아무것도 기억하지 못하는 그런 일이 좀 없어지게...암튼 이런 영화도 나올 수 있는 세상이 되었네...,8
블랙 위도우,마블이 마블했다 블랙위도우 주연 너무 멋지고 좋았습니다,10
페르시아의 왕자: 시간의 모래,질렌할 좋아~~타미나 공주 이뻐~~~,8
더 수어사이드 스쿼드,아니 징그럽다는 말 왜 아무도 안해줬나..징그러운거 잘 못보는 사람한테는 정말 최악...,2
모가디슈,배우들의 연기와 연출 등 모든 것이 좋았지만굳이 북한과의 감정선을 그렇게 만들어 내야 했을까 싶음 남과북이 분단 되고 같은 민족임에도 적이 됐어야만 하는 슬픔 등 여러가지 감정이 느껴지기도 했지만 솔직히 현실적으로는 말이 안된다고 생각 했음 6.25가 끝난 지 채 30년이 좀 안되는 시대에 남북 외교관이 동정심을 느끼고 남한의 위험을 무릅쓰고 서로를 돕는다는 것 자체가 짜증나고 말도 안되는 연출 이었음 보면서 내내 답답했음 ㅜ,6
피닉스,니나 호스의 소름돋는 연기력,9
사라진 밤,반전은 좋은데 왜 하필 형사 와이프를 뺑소니했나 억지설정이다,6
블랙핑크 더 무비,블랙핑크 5주년 진심으로 축하해 우리 블링크가 항상 너희 곁에 있을게?? BP IS REVOLUTION,10
모가디슈,2년만에 찾은 영화관… 조마조마한 마음으로 정말 재미있게 봤습니다,10
모가디슈,영화보는 내내 손을 잡고 봤습니다.,10
소년시절의 너,이 영화는 처절하지만 처절할 수 밖에 없었던 아픈 마음을 가진 사람끼리 서로를 알아보고 서로를 바라봐주는 그런 영화인것 같다. 각자의 사정을 다 알려고 하는것이 아닌 말로 하지않아도 눈빛만으로도 이런 서로를 알아주고 행동해주는 정말.. 연기로 담아낸 배우들이 정말 대단하다. 이 영화가 사실 나는그저 과장된것 이라고는 보지 않는다. 정말 어딘가에서 일어날만한 누군가가 이 위기에 처한다면 선택할 선택지 중 한가지를 보여줬을 뿐 이 영화감독은 정말 많이 공부하고 배우들을 잘 컨택한것 같다. 좋은 영화였다.,10
모가디슈,간만에 재미있는 영화 봤다.,10
맨 온 파이어,최고의영화10번봤음,10
소공녀,현실적으로 본다면 무척이나 어렵게 사는것은 알겠는데 여주의 행태를 보자니 등장 캐릭터 중 제일 미성숙하고 개선의 여지가 없어 보여 동정조차 가지 않음. 다만 한 인물의 캐릭터가 아닌 현대인의 여러 어려움 -집 돈 인간관계 워라벨 등- 을 함축해서 보여준 것이라고 한다면 공감의 여지가 있기도. 억지로 동정을 구하려 하지않고 간간히 보여주는 위트 등 연출력의 승리,6
발신제한,모든면에서 엉망이지만 젤 웃꼈던 부분이 폭탄제거아줌마가 딸보고 가자고 할땐 온몸을 다해 미친듯이 버티더니 지창욱이 가자고 손 잡으니까 순순히 따라감ㅋㅋㅋㅋ,1
천녀유혼,그냥 good이지 호들갑 떨 정도는 아닙니다~!,6
모가디슈,스토리가 지루할 틈 없이 이어져서 2시간동안 딴생각 안하고 집중해서 볼 수 있었고 배우분들 연기 연출도 좋아서 더 집중되었어요!꼭 보시길 추천드립니다 !,10
모가디슈,오랜만에 끝까지 몰입하고 본 영화,10
블랙 위도우,영화관에서 봐서 잘했다는생각이듬 ㅠ 킬러이기전에 한 여자이고. 아이였고.가족이있는.그냥 한 사람인 나타샤ㅠ ㅠ 진짜 너무 감동깊게 봤어요!플로렌스 레이첼 진짜 너무 멋있었음!!!!,10
미나리,누군가에는 지루함으로 와닿는 영화가 나에게 감동으로 다가왔다. 이민자 배경을 떠나 한국인으로서 부모의 갈등을 보며 할머니의 손에 자란 나에게는 충분히 향수를 느낄만한 내용이었다. 무엇을 말하는지 무엇을 나타내는지를 떠나 이 영화는 나에게 소중했던 누군가를 또 그 시절의 기억들을 떠올리게 해줘서 너무 고마웠다. 이 영화가 지루하다고 느낀다면 묻고싶다. 당신들의 삶은 누군가의 손자로 아버지로 어머니로 할머니 할아버지로서 혹은 자식으로서 최선을 다해 살고있냐고 말이다.,10
더 수어사이드 스쿼드,'부제 - 뚱이의 분노',6
아이,현실적인 내용도있구요. 고아라는 컨셉에 더 감정이 몰입되었습니다. 모두 연기력이 좋구요~~ 영화 흐름도 자연스럽고 분위기도 좋았어요^^,10
그린 나이트,전체적인 연출과 스토리가 너무나 좋았고 추천하고 싶은 영화임!!,10
이스케이프 룸 2: 노 웨이 아웃,차기작을 위한 루즈한 스토리 그치만 액션은 좋았다,8
꽃다발 같은 사랑을 했다,누구나 한번쯤은 꿈꿔본 행복 누구나 한번쯤은 겪어본 사랑.아름다운 색깔과 향기를 가득 담고 있는 꽃다발. 매일 차가운 물로 화병을 채워 꽃다발의 처음 싱그러움을 간직하고자 노력해도 결국은 시들어간다.꽃다발이 시들면 어떻게 할것인가?쓰레기통에 버릴 것인지더이상 처음의 그 향과 색은 존재하지 않지만 그 안에 담긴 기억을 드라이플라워로 오래도록 간직할 것인지.선택과 노력은 그 사람의 몫.,10
굿타임,혼란스러운 상황을 잘 표현한 영화,10
엑스맨: 아포칼립스,대박임.이거 개봉한지 좀 됬는데 난 이게 최애영화.,10
모가디슈,류승완 영화는 믿고 봄. 액션연출은 우리나라에서 따라올 사람이 없다,10
더 수어사이드 스쿼드,정말 3류 영화보는 느낌이었습니다. 굉장히 실망했구요... 스토리 액션 연출 모든것에 실망했습니다. DC가 갈수록 센스가 없어지는거 같네요.,2
모가디슈,연기자분들의 연기. 역시. 추천합니다. 너무 재미있게 보고 갑니다,10
더 수어사이드 스쿼드,요즘 DC 미쳤네 영화 너무 잘 뽑음. 마블은 단순히 본다라고하면 DC는 느낀다,10
캡틴 스터비,강추합니다!! 또 봐도 전혀 질리지 않는 스토리,10
콰이어트 플레이스 2,관객도 숨 죽이며 보게 된다 아쉬움 부분도 있지만 이런 소재에 이정도면 훌륭,9
제8일의 밤,이게 무슨 내용입니까... 영화가 너무 힘드네요ㅠ 하아 내시간..,1
랑종,무서워요ㅜㅜ심각하게무섭,10
모가디슈,간만에 재밌는영화 킬링타임용으로 제격,10
분노의 질주: 더 얼티메이트,여태까지 번 시리즈중에 제일 재미 없었음..개연성도 액션도 너무 과함..진짜 이번화 개망작,1
에이리언: 커버넌트,시대의 수작.SF 스릴러의 대명사.,10
모가디슈,너무 재미있게 봤어요!!! 짱,10
사라진 시간,술 아예 못 마시는 사람이술 마시게 만드는 영화,10
모가디슈,차타고 조용히 집에가는데 잘도착했는게 이렇게  행복할줄이야.,8
더 수어사이드 스쿼드,영화보다 졸려서 죽는줄알앗네요;;1편을 이렇게 망칠수 있나 싶음,4
프로메테우스,SF 스릴러의 수작. 두고두고 볼수록 깊이가 느껴지는 작품.,10
모가디슈,나름..연기자들이 살린듯..스토리는 예상가능했고..여튼 그래도 재미는 있네여..,8
오아시스,편견의 무서움을 느꼈다. 나또한 안 그럴려고 하지만 그렇게 살고있는건 아닌지..이 영화에 설경구 문소리 배우는 연기가 아닌 실제 그사람들이었고 따뜻했고 미안했다.,10
모가디슈,초반에 지루함을 더할수있으나 스토리 전달을 위해 필요한연출로 이해할수있었음중후반부로 갈수록 역시 이름값하는 연기자들의 연기력과 사심과 팬심이지만 오랫만에 스크린에서 만난 조인성씨는 완벽했다,10
정글 크루즈,너무 기대해서 그런가 생각보다 별로..,5
모가디슈,외유내강 믿고볼수있음,10
스파이의 아내,피해자의 얼굴이 아닌 가해자의 거울로 바라본 일본 군국주의의 부끄러운 자화상,7
블랙핑크 더 무비,블랙핑크 더 무비를 보고 블랙핑크가 더 좋아졌어요!! 내가 왜 팬이 됐는지 알 수 있었던 영화♡ 보고나니 행복하네요,10
늑대소년,이런영화가 10년전라니 ㅠㅠ 비슷한영화 제작 많이 되었르면,10
모가디슈,잼나요재미용 핵잼 핵꿀잼,10
모가디슈,간만에 제대로 된 영화보고 왔어요,10
모가디슈,갑자스러운 신파와 액션의 연결이 아쉽다그럼에도 정상급 배우들의 연기는 볼만했다.,7
미스트,살짝 허탈한 결말을 감안하더라도 역대 Top 10 괴수물에 반드시 포함되어야 할 영화! 긴장감이 압권임!!,10
방법: 재차의,몰입되어 전혀 지루하지 않고 봤습니다. 굿,9
모가디슈,북한 미화영화!~~ 너잼,2
쌍화점,정말 30대엔 그져 야하다고만 느꼈는데.40대가되어 다시보니 너무 감동적이다.어느것하나 버릴것이 없고 이성애자이지만 동성 이성을떠나 그들만의 입장과 감정들이 너무 절절하고 왕의 죽이라는 명령만없었다면.. 그리고 진정으로 사랑한다면 놓아주었어야할 사랑이 비극으로 치닷는게 너무 안타까웠다.명작이다.,10
그린 북,지금까지본 영화중 최고,10
나비 효과,한때 나를 울렸던 Life is Strange. 그러한 나비효과의 원조라고 느껴지는 영화를 어릴때 한창 유명할 때 안보고 이제야 봤다. 인간의 마음에 자리 잡고 있는 과거로 시간돌리는 이야기를 잘담아 정말 잘만들었다. Life is strange 보다 오히려 늦게 보아서 좋았다.,10
모가디슈,2시간의 러닝타임이 너무나 짧게 느껴진 최초의 한국영화. 몰입감과 빠른 전개 치밀한 연출 우리나라 액션영화중 감히 최고라고 얘기하고 싶네요. 특히 조인성이란 배우를 새로 보게 됐어요. 멋진 사람**,10
더 수어사이드 스쿼드,간만에 시간 가는줄 모르게 봤다.캐릭터 한명 한명이 개성이 넘쳐 재밌다.D.C영화도 다크나이트 조커 이후로 하면 된다는 것을 보았다.그런데 평점 1점 테러 박은 넘들은 영화 제대로 보긴 한거냐??,10
더 수어사이드 스쿼드,노잼 매우 노잼이다ㄹㅇ 비추,4
분노의 질주: 더 얼티메이트,믿고보는 시리즈. 하지만 전작들 내용이 잘생각이 안나는... 근데 여기나온 사람들은 어벤져스 보다 피도 안흘리고 죽지도 않고 금강불괴들이네.,8
모가디슈,잘생겼다 스토리짱 이 두단어로 설명가능,10
더 수어사이드 스쿼드,할리퀸만 보이네 할리퀸정도 클라스는 조커아니면 만나기도 힘들듯,8
그린 나이트,신비로운 압도감ㄷㄷ 볼까 말까 했는데 보길 잘한 듯,9
더 수어사이드 스쿼드,개쩌는 캐릭터들이 감각적인 감독을 만났을때,10
블랙 위도우,영화를 보는 내내 심장이 멎을 것 같았다,10
모가디슈,몰입도 최고… 오랜만에 좋은 영화봤어요,10
모가디슈,오랜만에 보는 한국 영화 그리웠다 재미있었다한국에 산다는건 행복한거다,10
비밀의 정원,담담하게 표현했지만 끝나지 않는 드라마,9
모가디슈,정말 너무 재밌었고 감동도 있었습니다..♡,10
모가디슈,배우 연기력 믿고볼만합니다~!!아무생각없이 갔다가 꽤 재밌게보고왔어요 실화라고하는데 실화가 영화급!!돈 아깝지않아요~!!코로나만 아니여도 꽤관객수 많을텐데 아쉽참고로 제가볼땐 만석이였어요~~vip관이라...그래도 만석은 근래 첨봄,10
더 수어사이드 스쿼드,심각하지 않고 고정관념을 깬다,10
정도,없음 아는외국인이나오지 않았으면 봤을까,2
"나는 내일, 어제의 너와 만난다",상대의 처음이 나의 마지막이라니 ㅠㅠ,10
말할 수 없는 비밀,왜.. 아무도 혼자 남은 아빠는 언급 안함..? 나만 좀 슬픈가..,8
더 수어사이드 스쿼드,마고로비 개예뻐요 하 재미써,10
모가디슈,웰메이드. 놓치는거 하나없는 영화...찍으면서 다들 고생많이하셨겠어요. ㅠㅠ관람하고 기운 많이 받고 나섭니다.,10
인턴,너무 따뜻하고 .. 위로되고..힐링되고..정말 너무좋네요.. 여러번 울컥하더라구요 ㅠㅠ ..연기도 최고에요!,10
형,내가 감동적인 영화 좋아하는데.. 이 영화는 너무 뻔하고 오버스럽다,4
정글 크루즈,보기 전엔 시리즈화 했으면 좋겠다 싶었는데 보고 나니 단편으로 끝날 것 같아서 다행이다 싶은 영화. 드웨인존슨과 마동석은 캐릭터 낭비를 그만할 필요가 있다,1
더 수어사이드 스쿼드,재미있다~ 하면서 개졸리고 지루하고 갑자기 흐르는 전개방식.. ㅋㅋ 그냥 저냥 볼만함 ㅋㅋDC와 마블의 차이점이 확 들어남 ㅋㅋ 그래도 1편보다는 나음 ..,4
정도,보다가 헨리인가 싶어서 검색해보니 헐 헨리??. 중국어도 할 줄 알았나?? 언제 쭝궈영화 찍었대 대박ㅋㅋㅋ,8
더 수어사이드 스쿼드,이 영화의 승자는 족제비다,10
마이너리티 리포트,다시 봐도 멋진 영화,10
더 수어사이드 스쿼드,모든 캐릭터들이 특색있고 또 그만큼 비중도 있음특히 피스메이커는 예고편에서 거시기 드립칠때만 해도 존나 별로였는데 후반 가서는 닉값 제대로 하면서 가장 인상적인 캐릭터가 됐고군인은 전편에 비하면 다시 태어난 수준딸가진 명사수 흑인 리더도 훨씬 나아지고같은 괴물인 악어랑 상어는 솔직히 비교도 안 됨국장도 훨씬 표독스러워 지고쥐소녀도 괜찮음알록달록한 친구가 좀 애매하긴 한데 캐릭터가 특색이 없는 건 아님할리퀸은 우리가 기대하는 할리퀸 그 자체,10
콰이어트 플레이스,알바생들 열일하네ㅋㅋ 딱 4점짜리다 평점 맞춰주려고 1점 준다,1
모가디슈,와 사도 이후로 이렇게 재밌는 영화는 처음입니다. 배우 한명한명 다 연기 구멍이 없어서 너무 좋았고 내전이라는 소말리아의 상황이 꼭 남북을 떠올리게 한다. 소말리아에 현재까지도 내전이 진행되고 있다는점이 오늘 내가 본 영화가 허구가 아니라는것을 더욱 와닿게 하였습니다. 어린아이들 조차 웃으며 총을 쏘는 모습이 너무나도 충격적이고 기억에 남는다. 전에 읽었던 책에서 아프리카의 수많은 아이들은 어렸을때부터 마약에 중독되어 살아간다는데 총을 든 아이들이 마치 책에서 묘사된 아이들처럼 꼭 약에 취한듯한 웃음을 보여줘 소름이 끼쳤다. 그리고 마지막에 남북 대사관의 차가 양쪽으로 갈라지는 연출 너무나도 최고였습니다. 부디 이 영화를 안본 사람이 없게 해주세요.,10
더 수어사이드 스쿼드,난잡함 그 자체. 툭툭 끊킴. 영상미는 보통이상. 스토리가 중구난방,6
누구의 딸도 아닌 해원,흔한 홍상수영화인데 여주인공의 연기력이 좀 어색함,5
더 수어사이드 스쿼드,성인용 영화라는 것을 보여주기위해 잔인한 장면들이 꽤 나온다. 뻔하지 않도록 반전에 반전을 더했다. 정와 사회적 분열과 부익부빈익빈이  심각해진  미국의 모습을 비유 및 풍자하는 느낌도 든다. 평화를 지키려는 미국(?)  대표 악당들이 뭉쳐 그들만의 방식대로 정의를(?) 이루는 영화로 일반적인 히어로물에서 탈피하려는 모습이 엿보였다.그리고 역시 할리 퀸이다. 왠지 크루엘라가 생각난다. 유쾌한 할리 퀸의 존재감과 영향력이 큰 영화같다.,9
더 수어사이드 스쿼드,아 정말 전작보고 실망하신분들 이번 영화보면 제대로 눈정화(?)됩니다. 제대로 약빨고 만든 영화였네요^^,10
남매의 여름밤,이 여름과 잘 어울리는 영화였습니다 옥주의 눈물이 가장 기억에 많이 남을 것 같습니다,10
정글 크루즈,개연성이 부족하고 억지 설정. 악역의 조잡한 퇴장. 이중성의 여주. 노잼,2
모가디슈,탈출하는 다큐멘터리 그이상그이하도 아님,2
그린 나이트,육중한 스토리를 적당히 난해하게 풀었다. 신화였지만 인간이었고 영상은 광활했기에 즐기면서 보았습니다.,9
모가디슈,올해 본 영화 중에 젤 재밌었다,10
그린 나이트,신비롭고 아름다운 영화라고 말하고 싶어요,9
인천스텔라,유치해죽것네시간아깝다,2
더 수어사이드 스쿼드,신선한데 신박하지 않아서 좀 아쉽네. 그루트 같은 캐릭터 만드는게 쉽지 않은듯,6
반드시 잡는다,너무 재밌어요!!! 연기 너무 잘하세요 두분!!!,10
오케이 마담,레알 재밋네요.엄정화씨 박성웅 배정남씨 너무 재밋어요,10
사이다처럼 말이 톡톡 솟아올라,청춘의 여름. 17자로 표현하는 하이쿠.수줍은 고백의 시작.너를 좋아하는 마음이사이다처럼 말이 톡톡 솟아올라,10
모가디슈,그냥 남북평화 이런 빨갱이 영화 좌파 대깨문들이 좋아할듯,1
구르믈 버서난 달처럼,재밌는데 누가 백성현 연기 못한다고 해서 봤는데 연기 엄청 잘하던데.. 누가 차승원 치아만 보인다고 해서 봤는데 ㅋㅋㅋㅋ (쫌 인정 ㅋㅋ) 근데 치아에 집중 안돼는데 역시 황정민이다 연기 개 잘해 역시 차승원 멋지네 ㅋㅋㅋㅋ 영화 넘넘 재밌음..ㅜㅜ 누가 옳고 그름이 없고 그냥 저 시대에 산게 죄인거같음 임금이나 서인이나 동인이나 다 똑같음.. 하나같이 자기 실리만 생각하쥬.. 죽어나가는건 백성 ㅎㅎㅎㅎ 하튼 재밌어음.. 평점이 6점대라 기대 안했는데.. 아깝네요 대박 왜 안났쥬?,10
미드나이트,난....이런설정의 영화를보면 이해할수가 없다...철거지역이고 여자들이 다니기무섭고 어두운 골목길이나 외진곳을 왜 꾸역이남아서 험한꼴 당하는지 제발 이사좀 가라 제발쫌....서울이 뭐라고 서울떠나면 죽는것도 아닌데 왜 굳이 미련도 못버리고 험한동네  위험한 동네에 남아서 주차는 더럽게 멀리가서 하고OO이네....영화는 처음부터 끝까지 고구마고 상황상황마다 씨발 욕나오게 만들고 .... 이영화 찍은 감독영화는 진짜 다시안볼꺼임 시간더럽게 아깝네  하....씨발 성격만 더 더러워지고 공짜로 보여줘도 시간아까워서 보기싫을정도임 권오승씨 다시는 영화찍지마세요 배우들 시간뺏지맙시다,1
007 스카이폴,M의 죽음이 어이없지도 과장되지도 않게 묵묵히 잘그림.,10
모가디슈,신파극까지 않는 감정선 스릴 넘치는 탈출,10
더 수어사이드 스쿼드,예??? 알바가 많은걸로....,1
인디펜던스 데이: 리써전스,개같은 짱개들 많이 나와서 걸렀음,2
발신제한,한마디로 굿입니다. 제목이 발신제한이어 걍 전화 발신하다 받아 말아 유괴?사건인가 하다 또 실화?를 바탕으로 또 생각하게 하는..넘 잘봤습니다.,10
모가디슈,곧 출산을 앞둔 임산부예요. 코로나로 고민하다가 용기내 영화관 찾았는데 후회없는 시간이였네요!  오랜만에 집중해서  정말 재밌게 본 영화예요! 약간 졸린 상태로 영화관 가서 걱정했는데 졸 틈도 없이 영화가 끝나 있었네요!! 코로나로 여러가지 제한 적인게 많은 일상생활이지만  얼마만의 영화관을 찾았는지 설레고 영화까지 재밌으니 더욱더  즐거운 시간이였어요.조심조심 하면서 즐겁게 볼수 있는 영화 같아요! 추천합니다,10
분노의 질주: 더 얼티메이트,전작들 욕먹일정도로 개연성도 없고 개노잼,2
광주비디오: 사라진 4시간,좌파들의 선동용 '영화'가 아닌 '쓰레기',1
그린 나이트,큰 기대는 안했는데 새로워서 만족!,9
블랙 위도우,아무리 액션영화라지만 이건뭐... 재미도없고 감동도없고... 스토리좀 잘 짜지 돈 많이들여서 이게뭐람,2
모가디슈,전쟁의 무서움 소년병에 대한 실태 서로다른체제속에 살아가는 남북한의 괴리 소말리아 내전당시의 모습 등을 담아주어서 역사적으로도 뜻깊은 영화가 되었던것같습니다. 또 영화상영내내 스릴감이 넘쳐흘렀던지라 더더욱 영화에 집중하고 보게되었습니다.역사에 관심이 많으시거나 아니면 스릴감넘치는 영화를 좋아하신다면 이 영화를 추천드립니다. ㅎㅎ,9
모가디슈,근래에 가장 돈 아깝지 않은 영화였다.코로나가 아니였으면 천만도 가능했을 것 같다.,10
모가디슈,재밌음 재밌음 추천 추천 추천,10
호텔 뭄바이,몰입력대박 개존잼 추천,10
모가디슈,오랜만에 볼만한 역대급 최고의 한국영화!,10
더 수어사이드 스쿼드,영화보면서 미쳤다는 말을 한 수십번 하면서 본거 같네요그냥 영화가 미쳤어요,8
12 솔져스,꼭 보세요..끝판왕입니다..,10
더 수어사이드 스쿼드,진심으로 평론가들 뇌 열어보고 싶다. 진심 사람일까 싶음.,1
모가디슈,배우진들의 연기와 훌륭한 스토리의 전개로 때로는 긴장감있게 때로는 재밌게 짜임새 있는 영화 잘 보았습니다.,9
모가디슈,오랜만에진짜재밌게 영화봤습니다 많은것이느껴졌습니다,10
아이 필 프리티,귀엽고 사랑스러운 영화.,8
모가디슈,정말 재밌게 봤어요! 두시간 순삭이에요~ 영상미도 뛰어나고 연기력도 다 뛰어났어요,10
블랙 위도우,생각 없이 봤다가 박수치고 나온 영화,10
죄 많은 소녀,여고생에 대한 판타지를 그냥 영화로 만드셨네요...^^ 난데없이 여자애들끼리 키스를 하질 않나 여고생이 남자 선생한테 무슨 허벅지 만져보실래요 이딴 소리를 하질 않나 개사이코같은 장면만 수두룩하네용 연기자들 연기력이 아깝다,1
아카이브,<엑스 마키나> 너무 비슷하다  아카이브 잼나게 감상하셧다면 비교하면서 함 보셔도 좋을듯,6
모가디슈,남편과 오랜만에 영화보러 갔는데..정말 대만족하고 나왔습니다.이야기 구성도 좋고 연기도 좋았습니다^^,10
모가디슈,기대안하고봤는데 재밋엇어요 억지신파없어서 좋앗고 빨리빨리 진행되는 스토리에 지루할 틈이없음 굿,10
체르노빌: 원전 대폭발,남주 무지 잘 생김소련 러시아 영화좀 신선하긴 했음 원폭영화실화바탕 보는 내내 바이러스감염은무섭다는걸 또 느끼게 됨 팬데믹코로나19 모두 경각심 갖고방심 하지말고 이겨냅시다,9
모가디슈,유일한 단점 한가지 먼저 말하자면 조인성이 너무 사기만능캐로 나와서 약간 동화같다고 해야하나 뭔가 현실성이 떨어지는 느낌이 있음. 나머지는 크게 흠잡을게 없는 영화로 많은 사람들이 평점에서 감탄했듯이 후반 카체이싱 장면은 역대 한국영화 중 그냥 압도적으로 최고다.(대신 너무 짧다.). 인물 간 국가간 갈등요소가 끊임없이 다양하게 나와서 후반 하이라이트(카체이싱)까지 긴장의 끈이 팽팽하게 유지되는게 가장 장점이라고 생각함.,9
더 킹: 헨리 5세,2시간짜리 영화임에도 지루하지 않게 연출함,8
모가디슈,류승완  연출 영상미 연기 스토리 모두 만점 드립니다. 정말 고마운 감상 했습니다.,10
가을의 전설,20대때 처음 봤을땐 좀 지루했던것 같고30대때도 영상이 기억에 남았고40대때는 막장인가? 했는데50대가 되어 두 번째 본 오늘 아 100번쯤 볼 수도 있겠다 싶다내 인생 영화이며 브래드 피트 영화 중에서도 최고다!!  이 여운은 쉽게 지워지지 않을듯하다,10
